5320278|20141205|buy|59|1192.59
9601095|20150120|buy|28|1703.44
697406|20150224|buy|143|481.0
703400|20151021|buy|141|693.1699
15669503|20151023|buy|425|184.31
882492039568036|20151126|buy|247|397.99
2041626|20160323|buy|28|2036.68
815280817732572|20170127|buy|689|143.2125
8759388|20170216|buy|78|980.35
10020596|20170322|buy|536|553.88
